state,cardholder,balance,numTrans,numIntlTrans,creditLine,fraudRisk
5,1,8985,53,7,15,1
21,1,5221,15,5,5,0
5,1,1927,16,0,4,0
29,1,8000,57,7,7,0
29,1,6515,10,1,6,0
47,1,10000,2,0,9,0
5,1,9312,19,11,31,0
4,1,221,32,0,23,0
29,1,1936,16,2,2,0
4,1,3389,7,22,5,0
24,1,4025,29,12,4,0
5,1,2711,38,4,7,0
15,1,5561,74,0,5,0
15,1,3637,0,0,5,0
5,1,13287,7,19,14,0
44,1,386,13,0,11,0
46,1,11912,16,0,14,0
46,1,3000,23,14,2,0
5,1,3955,27,0,9,0
32,1,3626,72,14,14,0
48,1,2594,96,10,31,1
5,1,0,29,1,22,0
6,2,0,100,0,12,0
10,1,8875,14,0,8,0
23,1,937,9,4,5,0
4,1,1122,16,26,16,0
4,1,3790,28,2,12,0
10,1,3599,66,0,4,0
10,1,3243,22,0,14,0
23,1,1493,31,0,3,0
5,1,7432,3,0,26,0
17,1,9000,42,11,8,0
2,1,6000,3,14,5,0
16,1,5000,40,12,4,0
19,1,0,15,0,33,0
35,1,4972,17,16,9,0
5,1,5056,15,0,7,0
20,1,0,5,0,26,0
36,1,2138,23,0,6,0
14,2,0,1,0,3,0
26,1,1897,14,0,2,0
5,1,3887,11,0,3,0
41,1,8325,63,10,10,0
23,1,3557,4,3,3,0
5,1,13014,6,0,21,0
38,1,6000,20,35,5,0
28,1,773,3,0,33,0
13,1,0,2,3,7,0
49,1,6299,12,10,21,0
39,1,0,42,0,28,0
32,1,9994,24,9,31,0
10,1,1577,100,6,3,0
36,1,9894,48,0,10,1
5,1,0,19,9,19,0
13,1,6000,7,27,5,0
35,1,4940,20,30,5,0
17,1,6587,38,0,6,0
44,1,0,12,10,22,0
5,1,9031,15,0,26,1
41,1,1740,45,0,4,0
5,1,1907,69,0,6,0
11,1,5960,18,2,12,0
3,1,5000,6,11,4,0
17,1,5905,45,0,9,0
44,1,12000,49,30,11,1
39,1,7861,14,6,13,0
45,1,11087,4,0,11,0
49,1,4092,17,0,6,0
38,1,4000,5,34,3,0
5,1,949,12,9,7,0
15,1,3961,25,0,40,0
20,1,6669,16,7,21,0
35,1,0,10,2,22,0
10,1,0,81,0,11,0
24,1,0,0,29,8,0
5,1,5512,7,0,5,0
28,1,3713,50,0,3,0
23,1,10467,7,0,24,0
15,1,1478,47,6,4,0
20,1,6782,24,7,10,0
48,1,12000,63,22,11,0
21,2,0,5,0,2,0
44,1,3088,15,0,75,0
21,1,5943,10,12,39,0
39,1,0,47,0,18,0
4,1,18000,19,3,17,1
15,1,4261,25,3,6,0
15,1,3085,77,4,10,0
30,1,0,15,2,75,1
25,1,2653,16,0,6,0
29,1,0,21,4,35,0
48,2,967,9,0,4,0
5,1,2983,8,0,2,0
3,1,2754,22,0,4,0
36,1,8825,9,0,9,0
35,1,8456,8,2,30,0
10,1,3125,18,2,16,0
15,1,7621,8,0,7,0
5,1,5157,36,0,11,0
25,1,5499,13,3,7,0
5,1,2975,28,3,14,0
10,1,9000,18,20,8,0
10,1,3000,58,33,2,0
32,1,12116,6,0,32,0
2,1,2459,100,0,6,0
5,1,656,14,5,3,0
11,1,1717,15,0,15,0
36,1,1873,100,0,3,0
48,1,3069,40,2,5,0
48,1,8810,6,1,12,0
49,1,5000,58,31,4,0
10,1,8199,35,20,9,0
10,1,3036,24,0,3,0
22,1,4622,19,0,5,0
46,1,813,60,11,6,0
23,1,217,56,0,8,0
14,1,0,5,10,13,0
43,1,365,66,45,4,0
16,1,1314,14,1,4,0
18,1,14803,11,0,17,1
15,1,4103,6,54,14,1
15,1,3000,44,7,2,0
5,2,7000,34,2,6,0
41,1,0,35,8,10,0
8,1,8479,11,0,9,0
21,1,3000,15,47,2,0
35,1,7292,71,0,9,0
5,1,1044,19,33,3,0
15,1,6445,32,0,19,0
7,1,656,100,1,5,0
12,1,0,71,0,4,0
5,1,0,84,29,7,0
2,1,6000,37,1,5,0
15,1,14720,51,0,29,1
27,1,0,53,1,42,0
41,2,0,100,2,11,0
17,1,1121,43,11,12,0
46,1,4899,18,0,6,0
23,1,3396,6,0,34,0
24,1,6000,39,60,5,0
38,1,17201,14,0,22,0
25,1,1977,19,0,6,0
9,1,18000,64,0,17,1
10,1,4000,100,44,3,0
5,1,1758,18,0,5,0
29,1,2887,43,0,3,0
49,1,7000,63,19,6,0
41,1,2852,4,0,13,0
49,1,8048,20,0,13,0
38,1,5000,100,13,4,0
19,1,6000,70,4,5,0
36,1,3924,82,11,7,0
34,1,1966,33,0,4,0
5,1,3104,53,0,12,0
6,1,7218,20,2,7,0
35,1,823,5,0,4,0
8,1,0,2,6,8,0
10,1,0,24,59,6,0
19,1,6237,10,0,8,0
28,1,0,12,7,7,0
45,1,13936,43,1,22,1
23,1,3608,53,0,21,0
11,1,1508,39,3,5,0
3,1,880,14,0,4,0
5,1,3591,5,8,8,0
5,1,5895,13,0,6,0
18,1,1966,13,2,9,0
15,1,746,84,5,6,0
36,1,14419,40,0,14,0
5,1,1870,28,0,21,0
10,2,12000,20,58,11,0
44,1,5280,3,8,19,0
2,1,10014,19,6,25,0
33,1,6229,6,3,11,0
49,1,1207,5,0,6,0
23,1,1209,6,0,10,0
24,1,0,84,7,2,0
10,1,2458,34,0,7,0
12,1,5000,9,4,4,0
46,1,378,8,7,3,0
47,2,0,11,8,23,0
5,1,6259,15,0,6,0
44,1,140,30,0,3,0
13,1,207,5,0,5,0
32,1,34,51,0,3,0
25,2,5598,10,0,9,0
44,1,1646,16,8,11,0
44,1,8000,16,39,7,0
31,1,2432,23,13,4,0
35,1,1789,27,0,4,0
14,1,13000,10,1,12,0
5,1,1048,13,0,16,0
35,1,2935,16,0,4,0
44,1,2620,51,4,5,0
3,1,9294,79,0,9,0
3,1,4795,34,0,8,0
5,1,8148,11,0,9,0
23,1,0,7,32,6,0
32,1,6549,20,6,15,0
36,2,11485,26,3,75,1
44,1,9977,7,0,20,0
9,1,1031,18,6,25,0
5,1,1298,23,12,9,0
5,1,1704,31,0,11,0
6,1,1938,12,21,9,0
48,1,0,43,3,11,0
35,1,3000,73,18,2,0
43,1,0,2,2,12,0
21,1,10,11,0,15,0
4,1,2935,13,0,4,0
5,1,4131,50,18,36,0
15,1,6209,2,0,9,0
5,1,3824,42,0,5,0
41,1,0,54,23,35,0
21,1,0,13,18,4,0
39,1,0,30,12,9,0
20,1,1043,3,0,2,0
39,1,3300,16,0,5,0
16,1,7000,39,5,6,0
26,1,6624,21,2,26,0
25,1,0,25,7,14,0
33,1,7966,21,0,9,0
15,1,0,55,3,2,0
45,1,0,55,1,9,0
5,1,5008,10,15,7,0
5,1,1435,15,0,7,0
43,1,0,89,0,29,0
13,1,7736,11,2,15,0
27,1,0,31,0,8,0
37,1,3407,33,2,7,0
16,1,4664,6,5,5,0
44,1,0,80,5,9,0
5,2,2951,2,0,12,0
48,1,5171,42,3,47,0
38,2,0,50,7,2,0
21,1,4000,100,50,3,1
18,1,0,1,16,3,0
41,1,7752,21,0,7,0
33,1,0,13,1,25,0
45,1,11483,27,8,19,0
16,1,7774,29,0,8,0
5,1,5819,15,1,8,0
41,1,13912,55,0,20,1
26,1,0,82,2,6,0
49,1,5000,34,4,4,0
49,1,10564,38,6,12,0
16,1,0,40,11,4,0
36,1,6300,22,0,7,0
19,1,0,2,2,4,0
5,2,0,48,4,11,0
4,1,0,10,10,2,0
43,1,5703,10,0,5,0
36,2,6000,72,31,5,0
48,1,6000,14,21,5,0
12,1,5943,3,1,12,0
39,1,1025,8,4,8,0
18,1,4556,7,0,7,0
51,1,0,21,2,5,0
23,1,602,24,0,3,0
51,1,3107,31,0,5,0
23,1,4258,72,0,17,0
5,1,6344,28,3,48,1
44,1,5726,59,0,12,0
15,1,6817,79,4,19,0
19,1,0,51,5,1,0
34,1,0,64,11,7,0
48,1,5876,4,0,39,0
44,2,0,16,0,1,0
49,1,549,47,11,8,0
44,1,8608,27,0,11,0
11,1,1710,8,1,30,0
15,1,3135,20,0,6,0
16,1,0,14,0,22,0
5,1,2839,57,0,10,0
15,1,6714,65,0,7,0
2,1,8634,27,0,18,0
44,1,5280,10,0,15,0
16,1,36,25,0,8,0
16,1,6782,34,5,8,0
29,1,7000,79,0,6,1
33,1,0,42,2,3,0
23,1,9226,66,0,9,0
42,1,0,49,10,4,0
5,1,11307,12,7,14,0
17,1,11000,73,11,10,0
36,1,816,14,8,14,0
21,1,3279,11,0,5,0
10,1,1202,16,0,4,0
5,1,2578,100,0,15,0
36,1,2745,45,2,8,0
35,2,0,23,0,29,0
49,1,4597,18,6,11,0
16,1,6004,66,6,6,0
18,1,8907,4,0,13,0
19,1,8394,9,0,27,0
18,1,431,76,4,13,0
29,1,9898,14,0,12,1
24,1,4240,18,4,9,0
44,1,4196,41,0,7,0
29,1,0,41,1,16,0
11,1,1085,19,0,12,0
4,1,15342,2,0,16,0
39,1,3352,15,24,15,0
35,1,3174,30,0,9,0
6,1,3310,5,0,29,0
35,1,2358,11,0,4,0
15,1,992,12,0,3,0
39,1,3255,64,12,9,0
17,1,0,59,0,18,0
10,1,6734,2,4,9,0
29,1,4331,31,2,9,0
11,1,3897,5,3,12,0
25,1,3000,54,3,2,0
44,1,11274,100,0,45,1
34,1,7000,9,16,6,0
23,1,14649,22,0,22,0
35,1,2698,4,57,7,0
41,1,7003,6,27,12,0
15,1,7920,28,0,7,0
38,1,3064,19,0,62,0
45,1,2841,21,0,23,0
6,1,5555,46,4,7,0
10,2,7003,9,0,8,0
5,1,9984,41,4,11,0
26,1,4000,2,7,3,0
20,1,0,1,47,15,0
5,1,529,51,3,22,0
43,1,2373,19,0,10,0
36,1,4592,32,18,8,0
11,1,0,5,6,7,0
37,1,3821,3,0,8,0
41,1,19000,31,0,18,0
43,1,9278,23,3,9,0
10,1,6888,25,3,17,0
12,1,4710,5,0,6,0
24,1,4246,11,24,6,0
35,1,1450,11,1,3,0
17,1,5663,47,0,13,0
21,1,0,100,9,36,0
16,1,10218,46,0,12,0
44,1,1359,24,0,2,0
6,1,1562,32,0,3,0
6,1,0,29,24,3,0
39,1,6598,8,3,17,0
18,1,5000,100,36,4,1
19,1,5276,100,0,8,0
33,1,0,5,8,6,0
15,1,8655,16,0,17,0
36,1,6514,1,0,11,0
5,1,5269,100,0,22,1
5,1,11445,5,0,15,0
9,1,3061,17,0,8,0
6,1,3921,100,1,24,0
31,1,148,100,11,7,0
5,1,2206,60,5,11,0
45,1,9055,40,11,11,0
18,1,4991,22,2,7,0
24,1,12000,22,0,11,0
44,1,7849,81,18,18,0
23,1,5502,41,4,34,0
33,2,4000,36,0,3,0
10,1,4618,6,0,5,0
35,1,11000,31,15,10,0
15,2,0,77,0,12,0
44,1,0,76,35,4,0
21,1,6000,53,5,5,0
13,1,7996,60,0,7,0
5,1,9000,1,25,8,0
5,1,0,51,10,6,0
32,1,812,100,6,2,0
17,1,1319,63,3,7,0
2,1,12617,25,29,12,0
5,2,4174,16,0,12,0
34,1,514,18,0,8,0
10,1,0,30,15,14,0
29,1,8252,25,0,11,0
17,1,1346,8,0,4,0
44,1,0,75,15,17,0
13,1,8000,33,9,7,0
44,1,7111,16,0,8,0
35,1,2158,100,0,8,0
46,1,6372,33,0,25,0
11,1,3955,4,0,4,0
22,1,0,24,1,7,0
25,1,79,15,0,1,0
35,1,14970,13,0,20,0
44,1,0,51,36,2,0
39,1,948,5,12,18,0
49,1,7859,25,0,34,0
38,1,12,54,0,2,0
46,1,2503,17,0,21,0
5,1,15996,69,19,16,1
14,1,2657,24,1,4,0
43,1,15000,2,2,14,0
35,1,7203,3,1,8,0
5,1,0,7,5,30,0
36,1,1390,14,2,3,0
43,1,5928,22,0,5,0
44,1,3516,12,0,14,0
39,1,3163,27,3,5,0
6,1,0,63,15,1,0
41,1,867,100,1,4,0
23,1,6000,66,12,5,0
5,1,1850,35,0,4,0
38,2,1124,10,7,8,0
46,1,5218,24,13,7,0
13,1,16016,36,2,24,0
11,1,7444,43,0,27,1
21,1,9419,11,0,10,0
43,1,2920,26,2,45,0
49,1,0,95,0,12,0
10,1,795,100,0,7,0
51,1,8000,12,2,7,0
5,1,0,16,4,46,0
43,1,2079,3,4,14,0
39,1,3410,20,0,4,0
49,1,7756,4,0,14,0
15,1,5387,13,0,6,0
43,1,3190,38,0,3,0
5,1,1765,16,11,2,0
44,1,13000,2,7,12,0
5,1,383,46,28,4,0
10,1,2179,5,0,2,0
25,1,1522,66,0,3,0
5,1,4244,10,0,6,0
36,1,0,82,10,2,0
4,1,2134,13,8,6,0
32,1,3053,89,0,5,1
21,1,5658,39,0,16,0
5,1,16835,7,1,32,0
25,1,0,100,8,26,0
2,1,5385,58,1,27,0
44,1,4378,5,0,5,0
46,1,6715,23,10,7,0
35,1,1327,91,4,1,0
33,1,10587,4,0,58,0
15,1,4361,8,57,4,0
26,1,9000,45,1,8,0
19,1,5142,61,8,6,0
49,1,656,13,12,6,0
15,1,0,21,3,14,0
11,1,7296,9,0,26,0
44,1,230,32,4,4,0
24,1,2581,7,0,3,0
16,1,2811,51,0,15,0
7,1,14634,15,1,14,0
11,1,0,22,11,6,0
35,1,1484,9,0,2,0
16,1,16000,51,18,15,0
16,1,2852,17,0,3,0
16,1,4655,77,32,10,0
18,1,11114,39,0,11,0
35,1,10625,10,0,11,0
43,1,4580,37,3,4,0
5,1,2851,13,3,10,0
36,1,11080,22,0,16,0
50,1,4000,8,9,3,0
27,1,4607,6,6,23,0
17,1,0,9,0,17,0
15,1,0,8,0,53,0
37,1,1352,23,0,5,0
7,1,1787,6,0,10,0
5,1,5244,4,7,9,0
35,1,2676,6,0,62,0
10,1,0,4,7,17,0
35,1,3537,52,0,4,0
23,1,390,69,26,9,0
36,1,4146,29,0,17,0
39,1,0,12,29,8,0
15,1,9009,35,0,16,0
49,1,4958,10,1,11,0
5,2,257,98,2,3,0
46,1,0,100,11,2,0
36,1,3330,7,12,7,0
32,1,2422,16,34,2,0
6,1,3378,27,0,11,0
44,1,8367,73,0,28,1
9,1,3000,48,5,2,0
46,1,7982,9,1,9,0
44,1,9795,18,0,30,1
36,1,6555,19,0,8,0
35,1,3439,52,15,14,0
16,1,6181,41,0,6,0
15,1,11749,19,1,26,0
36,1,10000,41,1,9,0
35,1,5000,16,24,4,0
10,1,3313,3,0,9,0
29,1,3000,34,13,2,0
44,1,11126,34,0,43,1
38,1,0,30,3,3,0
15,1,5758,34,0,27,0
37,1,0,64,0,15,0
16,1,4024,24,0,11,0
35,1,8493,45,0,15,0
26,1,5000,7,4,4,0
36,1,4332,34,0,5,0
5,1,1614,12,15,11,0
7,1,15843,12,0,19,0
5,1,10636,13,0,12,0
7,1,5609,55,0,6,0
35,1,3,17,0,18,0
46,1,5667,26,0,7,0
35,2,3872,3,2,4,0
15,1,3061,29,0,9,0
3,1,4461,73,0,18,0
20,1,10191,16,1,17,0
46,1,5665,35,0,9,0
10,1,326,18,20,3,0
23,1,3200,65,0,16,0
25,1,872,22,0,45,0
46,1,3789,3,16,6,0
38,1,2000,6,3,1,0
46,1,2122,25,0,2,0
39,1,3779,49,0,9,0
25,1,8855,2,0,21,0
23,2,2278,100,0,15,0
46,1,4102,52,0,7,0
47,1,14773,16,8,26,1
36,1,11100,14,3,14,0
2,1,917,15,0,16,0
7,1,0,42,3,10,0
48,1,3474,12,7,14,0
21,2,375,3,0,3,0
39,1,0,9,15,7,0
32,1,0,20,24,17,0
49,2,0,35,0,2,0
39,1,5665,27,0,16,0
5,1,14329,1,9,43,1
11,1,14101,10,3,17,0
5,1,0,90,3,18,0
5,1,2580,64,1,2,0
29,1,0,100,0,41,0
26,1,355,22,0,7,0
21,1,3945,1,0,11,0
44,1,2379,81,2,5,0
35,1,2035,10,0,8,0
28,1,3695,100,0,6,0
5,1,7976,6,0,10,0
46,1,8907,63,0,23,1
4,1,4304,32,0,7,0
45,1,0,11,13,7,0
49,1,3989,1,0,13,0
39,1,11115,69,0,60,1
45,1,4973,100,0,4,0
3,1,2297,17,6,4,0
39,1,4558,32,0,5,0
44,1,5743,51,5,26,1
23,1,2055,33,0,20,0
44,1,10193,42,0,16,0
12,1,4655,13,0,17,0
32,1,3169,22,1,3,0
19,1,1522,29,1,25,0
18,1,2022,10,0,7,0
44,1,2765,100,37,69,1
19,1,0,33,60,2,0
50,1,1955,7,0,3,0
35,1,0,11,10,12,0
44,1,0,7,27,3,0
24,1,3373,14,13,22,0
41,1,3892,3,0,6,0
35,1,6257,23,0,8,0
11,1,9000,24,23,8,0
5,1,11084,15,0,22,0
15,1,108,14,0,3,0
13,1,3483,39,0,9,0
49,1,3357,14,0,12,0
5,1,10895,6,0,19,0
44,1,845,39,0,2,0
29,1,674,6,2,4,0
39,1,4726,42,0,15,0
18,1,57,5,0,5,0
32,1,2552,4,0,9,0
35,1,2547,4,0,10,0
39,1,255,19,0,5,0
16,1,1677,38,16,5,0
20,2,6000,100,8,5,0
10,1,4227,20,0,7,0
37,1,7000,16,18,6,0
44,1,1327,21,12,4,0
5,1,2485,31,6,5,0
39,1,4863,21,0,67,1
5,1,7474,13,16,8,0
15,1,4589,47,0,5,0
46,1,3987,29,6,21,0
44,2,0,18,0,48,0
5,1,3628,8,0,4,0
34,1,4000,43,2,3,0
29,1,332,1,0,2,0
10,1,16,9,60,24,0
24,1,15,45,0,3,0
41,1,4874,2,0,17,0
5,1,2211,29,5,14,0
2,1,4616,2,8,6,0
5,1,8000,80,2,7,0
44,1,10563,30,0,13,1
49,1,2844,4,0,3,0
14,1,1348,82,0,5,0
39,1,360,35,8,6,0
21,1,2376,100,23,5,0
10,1,0,29,10,5,0
37,1,1281,13,0,14,0
8,1,3000,9,9,2,0
15,1,787,8,0,17,0
35,1,0,33,2,11,0
49,1,5656,58,4,7,0
25,1,2962,57,0,9,0
5,1,0,22,2,62,0
38,1,9000,3,1,8,0
40,1,3000,60,1,2,0
11,1,1466,25,1,2,0
6,1,0,22,17,3,0
3,1,0,4,10,6,0
44,1,3936,2,2,11,0
17,1,7664,41,0,29,0
11,1,2086,5,8,20,0
44,1,0,94,0,4,1
23,1,1923,24,2,5,0
19,1,0,4,5,3,0
37,1,6000,68,5,5,0
44,1,13346,28,0,75,1
45,1,344,11,0,32,0
35,1,0,9,0,75,1
39,1,7635,13,3,7,0
39,1,13764,25,15,16,0
5,1,0,49,40,5,0
39,1,2975,28,0,4,0
40,1,6169,11,5,7,0
5,1,6289,41,14,7,0
43,1,4324,34,3,5,0
5,1,1035,100,0,3,0
10,1,8000,79,0,7,1
29,1,2140,6,0,6,0
44,1,1995,39,0,5,0
37,1,2792,5,0,5,0
49,1,0,42,4,4,0
19,1,0,52,28,4,0
5,1,150,3,0,4,0
36,1,0,7,21,3,0
44,1,1282,26,0,3,0
32,1,2706,89,0,6,0
38,2,3254,6,8,3,0
45,1,8668,24,0,8,0
4,1,7478,12,1,9,0
19,1,2011,6,0,2,0
3,1,0,2,15,4,0
36,1,2802,42,0,51,0
19,1,9009,7,0,14,0
44,1,4420,21,7,7,0
25,1,0,30,22,1,0
19,1,9000,28,8,8,0
5,1,2393,85,0,16,1
5,1,6019,22,1,14,0
46,1,0,20,11,29,0
44,1,0,66,5,4,0
34,1,1959,28,0,9,0
38,1,2031,5,0,8,0
49,1,3936,100,9,3,0
44,1,4117,7,1,13,0
29,1,4570,4,6,25,0
10,1,414,9,15,3,0
43,1,5000,44,22,4,0
22,1,10000,30,5,9,0
25,1,0,42,2,10,0
5,2,2000,76,0,1,0
4,1,2292,26,2,2,0
6,1,12000,79,0,11,1
10,1,4997,4,0,11,0
29,2,20127,16,2,32,0
11,1,2641,100,0,2,0
13,1,2734,7,4,7,0
5,2,2618,96,4,10,0
33,1,5477,58,0,13,0
5,1,0,29,7,14,0
31,1,0,29,2,2,0
36,1,1577,10,0,2,0
5,1,14000,5,13,13,0
20,1,1404,12,4,3,0
20,1,0,76,0,1,0
32,1,0,95,3,18,0
16,1,683,32,0,4,0
15,1,630,38,0,3,0
34,1,7707,13,0,13,0
47,1,0,25,6,6,0
48,2,6000,38,0,5,1
20,1,3876,51,0,8,0
23,1,725,7,20,12,0
35,1,0,17,2,7,0
35,1,11146,24,0,14,0
36,1,1222,22,0,2,0
2,1,3512,70,2,8,1
21,1,5743,12,0,10,0
25,1,7450,5,0,11,0
44,1,4774,10,0,8,0
5,1,6018,11,10,12,0
7,2,3408,8,8,12,0
29,1,10448,12,0,19,0
46,1,6712,14,0,10,0
29,1,0,6,0,29,0
34,1,13185,13,44,18,1
41,1,480,7,6,17,0
41,1,3488,14,0,9,0
10,1,3311,3,6,3,0
49,1,4000,13,43,3,0
11,2,7030,11,39,10,0
45,1,0,92,0,7,0
32,1,3886,63,2,5,0
50,1,1604,6,12,16,0
5,1,0,49,20,8,0
44,1,4713,14,0,16,0
4,1,0,76,4,13,0
28,1,4938,20,0,5,0
36,1,1308,3,15,16,0
30,1,0,100,1,20,0
48,1,8650,8,0,18,0
2,1,6294,9,10,18,0
41,1,684,42,1,19,0
5,1,4808,11,1,5,0
18,1,2669,9,0,2,0
35,1,6000,98,18,5,0
33,1,424,13,0,17,0
26,1,3000,16,10,2,0
36,1,12523,10,1,13,0
35,1,0,31,1,17,0
35,1,7868,30,0,7,0
5,1,103,2,2,6,0
5,1,1622,26,5,8,0
46,1,3145,4,0,31,0
10,1,4671,55,0,10,0
10,1,8797,7,0,12,0
6,1,7900,24,1,9,0
43,1,0,7,22,4,0
5,1,5300,2,0,5,0
43,1,1019,29,6,3,0
44,1,1125,10,16,4,0
40,1,0,32,0,30,0
2,1,4000,43,29,3,0
5,1,4040,8,6,5,0
6,1,3000,46,11,2,0
39,1,8000,66,20,7,1
44,1,2821,5,24,40,0
29,1,3437,73,7,10,0
46,1,6000,47,8,5,0
34,1,1983,53,0,8,0
5,1,7441,6,0,8,0
10,1,12548,86,0,15,0
5,2,3565,26,4,6,0
41,2,0,9,0,4,0
29,1,0,7,2,13,0
2,1,2401,83,0,7,0
23,1,8320,49,0,27,0
39,1,4547,4,0,13,0
5,1,15000,11,7,14,0
39,1,2567,10,7,27,0
5,1,9010,6,2,11,1
11,1,2946,19,5,8,0
10,1,2236,5,0,18,0
14,1,1254,56,1,4,0
3,1,5000,33,9,4,0
3,1,749,6,0,14,0
10,1,9748,74,0,9,0
36,1,4461,46,0,4,0
17,1,11065,6,3,11,0
2,1,7000,9,21,6,0
37,1,1839,21,0,7,0
3,1,0,34,1,2,0
23,1,9000,60,0,8,0
11,1,4657,21,0,5,0
15,1,11359,11,0,40,0
44,1,2720,12,12,2,0
44,1,3040,8,0,18,0
23,1,6405,57,0,8,0
15,1,1603,14,0,16,0
39,1,4399,12,0,5,0
44,1,1742,66,2,3,0
15,1,10516,29,2,11,0
39,1,15466,26,0,15,1
7,1,85,8,3,9,0
10,1,3910,15,0,13,0
7,1,8626,43,0,10,0
5,1,2364,14,26,16,0
33,2,6363,2,0,6,0
10,1,3292,31,0,5,0
23,1,4039,29,0,5,0
39,1,1695,10,25,18,0
5,1,0,10,12,34,0
3,1,0,24,2,23,0
12,1,0,100,5,5,0
17,1,5000,36,3,4,0
50,1,7000,79,1,6,0
19,1,9371,100,0,20,1
25,1,1564,6,7,2,0
43,1,9398,9,0,9,0
32,1,0,1,18,2,0
5,1,3206,31,0,4,0
44,1,0,20,3,39,0
4,1,3355,74,0,8,0
35,2,0,5,2,5,0
44,1,0,63,11,5,0
46,1,0,28,31,6,0
23,1,1769,29,0,33,0
33,1,3883,13,0,6,0
29,1,3086,31,0,26,0
13,1,1878,41,13,6,0
10,1,1972,21,0,7,0
10,1,5360,16,40,10,0
33,1,2112,3,6,4,0
44,1,136,2,0,7,0
5,1,1984,19,0,5,0
5,1,1335,13,0,8,0
32,1,5000,62,6,4,0
10,1,0,63,14,4,0
46,1,20411,13,1,27,1
44,1,4720,63,0,11,0
24,1,1801,18,6,11,0
26,1,0,29,22,3,0
6,1,8853,42,0,9,1
5,1,0,12,12,28,0
35,1,0,37,34,2,0
33,1,10682,56,0,36,1
16,1,3975,6,52,4,0
48,1,3795,12,0,24,0
11,1,12125,14,11,12,0
20,1,4000,7,16,3,0
35,1,6981,11,10,6,0
50,2,5313,3,0,5,0
46,1,911,47,0,11,0
33,1,0,99,4,7,0
17,1,4839,100,0,9,0
36,1,12332,18,0,15,0
43,1,4114,2,7,4,0
26,1,10373,3,14,21,0
3,1,16178,19,1,17,0
43,2,4000,12,1,3,0
44,1,1583,41,0,44,0
7,1,10744,9,0,51,0
35,1,7312,45,1,15,0
20,1,8158,4,7,33,0
5,1,1561,11,15,6,0
46,1,8695,29,59,14,0
36,1,4000,4,51,3,0
35,1,7229,6,0,10,0
44,2,9949,3,0,10,0
9,1,5000,68,8,4,0
10,1,7573,60,29,8,0
7,1,5073,13,9,9,0
36,1,3624,14,2,5,0
44,1,5170,16,0,21,0
11,1,769,20,2,4,0
41,1,4251,11,4,4,0
4,1,3804,18,1,9,0
43,1,2000,73,0,1,0
37,1,8000,47,1,7,0
5,1,5000,66,15,4,0
16,1,0,23,16,9,0
5,1,1643,2,0,4,0
15,1,2773,10,1,3,0
19,1,6116,37,0,6,0
48,1,3000,18,23,2,0
11,1,3538,6,2,9,0
41,1,0,87,5,2,0
49,1,0,6,29,9,0
50,1,10945,23,0,20,0
5,1,1891,11,0,6,0
36,2,0,9,31,9,0
36,1,0,9,6,38,0
18,1,4422,5,27,8,0
5,1,0,84,1,1,0
2,1,2039,53,39,14,0
10,1,0,22,26,2,0
5,1,6000,3,26,5,0
23,2,4000,43,7,3,0
49,1,1962,100,0,4,0
36,1,3768,15,0,7,0
15,1,5000,18,22,4,0
15,1,234,49,0,5,0
5,1,7364,86,10,10,1
39,1,1698,10,5,2,0
10,1,5442,9,0,37,0
42,1,5000,5,20,4,0
15,1,999,10,0,17,0
46,1,4467,65,1,6,0
5,1,8717,49,6,8,0
48,1,10639,14,0,11,0
10,1,1794,100,0,7,0
32,1,2400,24,0,7,0
5,1,3992,9,6,6,0
32,1,9879,3,4,58,0
43,1,3687,33,0,10,0
36,1,0,59,26,3,0
13,2,1611,8,0,11,0
32,1,13975,22,21,13,0
32,1,2313,27,4,25,0
35,1,6472,12,2,7,0
18,1,3516,21,0,4,0
44,1,4449,1,20,4,0
50,1,0,100,0,8,1
33,1,1397,19,0,23,0
25,1,5796,8,0,13,0
31,1,0,58,10,23,0
7,1,4000,79,0,3,1
21,1,0,38,9,2,0
19,1,10559,10,0,17,0
20,1,5243,21,15,15,0
36,1,5165,36,0,9,0
5,1,0,80,0,25,0
34,1,4844,6,0,4,0
34,1,3000,30,6,2,0
5,1,2233,25,0,3,0
25,1,5301,26,2,5,0
5,1,3848,10,0,3,0
10,1,2749,34,2,9,0
44,1,7629,29,0,22,0
5,2,6000,15,7,5,0
34,1,0,15,26,13,0
48,1,9000,100,7,8,0
50,1,6121,5,0,19,0
32,1,1662,10,0,5,0
44,1,5212,31,58,10,0
47,1,5469,7,0,10,0
5,1,2561,33,18,5,0
37,1,1448,60,0,6,0
44,1,318,8,0,4,0
25,1,8618,100,0,17,0
33,1,7000,54,0,6,0
16,1,3692,28,2,3,0
24,1,12476,54,2,36,0
41,1,0,15,32,2,0
39,1,0,71,0,12,0
23,1,0,24,3,11,0
9,1,5345,95,2,5,0
6,1,2471,10,5,2,0
16,1,7942,12,0,7,0
5,2,0,19,59,10,0
7,2,0,29,4,3,0
35,1,5155,25,0,29,0
24,1,0,29,6,17,0
15,1,4215,70,2,6,0
5,1,7652,16,0,17,0
23,1,8838,24,2,40,0
7,1,0,69,1,11,0
29,1,7336,33,23,11,0
44,1,4233,23,0,7,0
35,1,2335,7,0,4,0
11,1,0,100,1,30,1
5,1,2219,8,5,3,0
15,1,1113,3,6,27,0
