0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
14.92,36.17,15072.37,0.0,0.0,0.0,0.0,0.0,85.0,133.0,20.14,0.01,1440.0,28.0,2.91,0.0,2.91,-0.85,-5.09,6.48,1.24,3.01,-0.53,2025.42,0.19,126.08,0.48,0.29,0.15,10.99,24.12,0.55,0.46,1.01,0.74,0.49,109.9,0.27,2213.5,6.45,24.06,243281.0,152.0,1410.4,239.32,173.0,11.0,0.0
15.16,36.81,7628.4,5.29,295.3,442.8,855.13,2343.07,85.0,133.0,71.51,0.01,6570.0,118.0,2.92,0.0,2.92,-0.75,-6.15,4.17,0.98,3.01,-0.53,2025.42,0.24,126.08,0.32,0.28,0.19,11.61,19.52,0.36,0.19,0.55,0.34,0.29,121.4,0.34,8684.5,9.97,29.72,1054687.0,140.0,1242.34,1195.39,750.0,12.0,0.0
15.32,36.82,15587.22,3.43,217.87,1203.41,1650.0,4125.0,85.0,133.0,83.53,0.0,18270.0,324.0,2.94,0.0,2.94,-0.45,-6.31,4.98,1.05,3.01,-0.53,2025.42,0.29,126.08,0.26,0.23,0.23,17.47,25.31,0.57,0.15,0.72,0.29,0.26,247.0,0.32,20632.0,11.99,37.07,5096250.0,90.0,856.06,1240.75,3624.0,13.0,0.0
14.99,36.9,10120.33,0.0,0.0,0.0,0.0,0.0,85.0,133.0,46.32,0.0,8100.0,149.0,2.91,0.0,2.91,-0.74,-6.47,18.94,3.36,3.01,-0.53,2025.42,0.19,126.08,0.37,0.28,0.15,14.83,23.69,0.94,0.15,1.09,0.57,0.43,203.6,0.45,9433.0,10.76,23.77,1920937.0,163.0,1697.37,1274.1,1366.0,14.0,0.0
14.89,36.8,14192.31,0.0,0.0,0.0,0.0,0.0,85.0,133.0,37.76,0.01,2340.0,46.0,2.91,0.0,2.91,-0.59,-6.22,4.95,1.0,3.01,-0.53,2025.42,0.25,126.08,0.36,0.25,0.2,11.03,24.34,0.74,0.2,0.94,0.44,0.29,88.4,0.27,3339.5,8.43,31.8,295312.0,137.0,1889.67,1111.8,210.0,15.0,0.0
14.97,36.8,9232.76,0.0,0.0,0.0,0.0,0.0,85.0,133.0,53.78,0.01,3780.0,73.0,2.91,0.0,2.91,-0.29,-5.84,7.14,1.57,3.01,-0.53,2025.42,0.24,126.08,0.42,0.32,0.19,7.64,16.92,0.61,0.2,0.81,0.46,0.38,90.3,0.36,4857.5,10.8,30.22,438750.0,47.0,1693.07,1131.87,312.0,16.0,0.0
15.2,36.83,8984.95,12.91,479.41,524.86,1566.49,6773.4,85.0,133.0,224.92,0.01,20160.0,369.0,2.92,0.0,2.92,-0.64,-6.12,12.44,2.62,3.01,-0.53,2025.42,0.2,126.08,0.45,0.32,0.16,9.86,19.59,0.92,0.16,1.08,0.61,0.44,111.3,0.45,25038.0,11.13,24.78,2787187.0,138.0,1167.38,1231.42,1982.0,17.0,0.0
15.01,36.14,14686.56,1.67,44.75,268.75,300.0,450.0,85.0,133.0,16.0,0.01,900.0,14.0,2.92,0.0,2.92,-1.02,-5.18,3.36,0.56,3.01,-0.53,2025.42,0.19,126.08,0.43,0.32,0.15,7.64,16.06,0.34,0.35,0.69,0.53,0.43,97.0,0.25,1551.5,5.94,24.09,150468.0,2.0,1165.76,221.79,107.0,18.0,1.0
14.91,36.29,12470.73,0.0,0.0,0.0,0.0,0.0,85.0,133.0,24.24,0.01,1530.0,28.0,2.91,0.0,2.91,-0.44,-5.17,10.17,2.33,3.01,-0.53,2025.42,0.2,126.08,0.45,0.3,0.16,12.08,22.82,0.49,0.41,0.9,0.64,0.45,94.5,0.32,2291.0,8.16,25.58,216562.0,124.0,1513.6,408.25,154.0,19.0,0.0
15.14,36.82,7186.63,11.86,116.77,312.26,572.41,3702.64,85.0,133.0,93.79,0.01,9360.0,172.0,2.92,0.0,2.92,-0.69,-6.09,5.54,1.14,3.01,-0.53,2025.42,0.25,126.08,0.33,0.29,0.2,10.47,16.65,0.47,0.21,0.67,0.37,0.31,115.7,0.33,10852.5,10.23,31.12,1255781.0,146.0,1286.49,1203.19,893.0,20.0,0.0
15.04,36.9,8521.73,0.0,0.0,0.0,0.0,0.0,85.0,133.0,123.66,0.01,7650.0,139.0,2.91,0.0,2.91,-0.8,-6.51,4.51,0.94,3.01,-0.53,2025.42,0.23,126.08,0.41,0.33,0.18,7.07,12.52,0.46,0.23,0.69,0.43,0.35,69.0,0.34,8536.0,9.64,28.78,589218.0,5.0,1578.64,1284.1,419.0,21.0,0.0
15.31,36.47,18150.26,10.7,50.16,89.32,159.1,956.07,85.0,133.0,28.23,0.01,1350.0,26.0,2.94,0.0,2.94,-0.56,-6.93,10.46,2.01,3.01,-0.53,2025.42,0.2,126.08,0.61,0.38,0.16,3.63,15.6,0.5,0.34,0.84,0.65,0.5,69.5,0.26,1962.5,6.48,25.29,136406.0,41.0,658.95,757.9,97.0,22.0,0.0
15.1,36.49,9477.49,12.0,40.66,64.35,135.21,772.17,85.0,133.0,36.48,0.01,1260.0,22.0,2.92,0.0,2.92,-1.04,-5.89,4.91,1.22,3.01,-0.53,2025.42,0.23,126.08,0.49,0.4,0.18,4.35,8.04,0.26,0.36,0.62,0.5,0.4,48.1,0.36,1754.5,10.46,28.68,84375.0,152.0,1181.57,727.45,60.0,23.0,0.0
15.11,36.02,20572.61,10.08,168.45,291.77,802.54,2940.34,85.0,133.0,125.56,0.01,8820.0,161.0,2.94,0.0,2.94,-0.64,-4.81,23.9,3.53,3.01,-0.53,2025.42,0.25,126.08,0.43,0.31,0.2,8.66,19.63,0.65,0.2,0.86,0.48,0.37,85.3,0.4,10713.0,12.72,31.8,914062.0,142.0,860.65,79.17,650.0,24.0,0.0
14.92,36.42,10690.79,0.0,0.0,0.0,0.0,0.0,85.0,133.0,17.58,0.01,1170.0,21.0,2.91,0.0,2.91,-0.68,-6.01,5.98,1.41,3.01,-0.53,2025.42,0.22,126.08,0.38,0.27,0.18,9.85,19.01,0.4,0.25,0.65,0.48,0.33,94.7,0.32,1664.0,9.01,28.34,157500.0,83.0,1574.61,591.24,112.0,25.0,0.0
15.01,36.7,9541.77,0.0,0.0,0.0,0.0,0.0,85.0,133.0,20.49,0.01,3420.0,65.0,2.91,0.0,2.91,-0.63,-6.49,5.24,1.21,3.01,-0.53,2025.42,0.18,126.08,0.34,0.25,0.15,14.64,24.17,0.66,0.16,0.82,0.56,0.35,175.3,0.28,3593.0,6.42,23.17,630000.0,1.0,1526.28,995.46,448.0,26.0,0.0
15.26,36.64,12460.92,8.77,90.13,96.93,265.17,850.18,85.0,133.0,43.89,0.02,2250.0,42.0,2.93,0.0,2.93,-0.46,-6.24,13.29,2.34,3.01,-0.53,2025.42,0.22,126.08,0.56,0.4,0.17,4.0,10.74,0.38,0.36,0.74,0.6,0.44,54.0,0.33,2370.0,9.12,27.27,127968.0,49.0,899.04,982.67,91.0,27.0,0.0
15.09,36.9,7906.43,0.0,0.0,0.0,0.0,0.0,85.0,133.0,64.4,0.01,3690.0,67.0,2.61,0.0,2.61,-0.25,-7.06,4.58,0.92,3.01,-0.53,2025.42,0.24,126.08,0.36,0.3,0.19,8.94,14.51,0.37,0.24,0.61,0.37,0.32,62.0,0.3,3992.5,9.04,29.96,247500.0,90.0,1462.6,1304.24,176.0,28.0,0.0
15.11,35.98,22546.51,6.45,41.31,116.26,167.71,750.0,85.0,133.0,40.02,0.01,1710.0,31.0,2.94,0.0,2.94,-0.76,-5.34,16.59,3.2,3.01,-0.53,2025.42,0.25,126.08,0.59,0.43,0.2,3.57,12.67,0.37,0.37,0.74,0.61,0.48,55.9,0.44,2238.0,14.03,31.97,125156.0,144.0,825.72,18.71,89.0,29.0,0.0
15.06,36.9,8224.81,0.0,0.0,0.0,0.0,0.0,85.0,133.0,83.0,0.01,5940.0,104.0,2.92,0.0,2.92,-0.62,-6.64,5.22,1.23,3.01,-0.53,2025.42,0.24,126.08,0.41,0.34,0.19,7.23,12.88,0.47,0.22,0.7,0.44,0.38,73.6,0.38,6111.5,11.53,30.27,450000.0,141.0,1548.17,1289.51,320.0,30.0,0.0
14.91,36.43,10970.47,0.0,0.0,0.0,0.0,0.0,85.0,133.0,41.75,0.01,2790.0,50.0,2.91,0.0,2.91,-0.63,-5.65,11.5,2.36,3.01,-0.53,2025.42,0.24,126.08,0.46,0.32,0.19,6.13,21.54,0.46,0.32,0.79,0.54,0.39,84.1,0.39,3511.5,11.61,30.04,295312.0,107.0,1598.38,599.93,210.0,31.0,0.0
14.98,36.81,8659.49,0.0,0.0,0.0,0.0,0.0,85.0,133.0,34.25,0.01,1890.0,33.0,2.91,0.0,2.91,-0.61,-5.42,9.18,2.12,3.01,-0.53,2025.42,0.23,126.08,0.56,0.37,0.18,4.62,12.52,0.62,0.35,0.97,0.64,0.47,74.2,0.38,2540.5,10.65,28.37,188437.0,74.0,1665.13,1154.81,134.0,32.0,0.0
15.19,36.45,11816.55,1.49,131.33,605.2,795.5,901.56,85.0,133.0,81.28,0.01,6930.0,118.0,2.94,0.0,2.94,-0.48,-5.47,3.38,0.73,3.01,-0.53,2025.42,0.29,126.08,0.3,0.27,0.23,12.64,17.42,0.31,0.19,0.5,0.3,0.29,87.3,0.31,7091.5,11.21,36.53,618750.0,134.0,933.26,689.54,440.0,33.0,0.0
14.99,36.86,9122.65,0.0,0.0,0.0,0.0,0.0,85.0,133.0,16.47,0.01,990.0,17.0,2.91,0.0,2.91,-1.23,-6.53,9.71,2.04,3.01,-0.53,2025.42,0.19,126.08,0.69,0.43,0.15,3.39,13.47,0.3,0.61,0.92,0.77,0.6,74.5,0.32,1227.0,7.73,24.06,91406.0,24.0,1683.72,1213.38,65.0,34.0,0.0
14.9,36.44,11277.47,0.0,0.0,0.0,0.0,0.0,85.0,133.0,15.15,0.01,1170.0,22.0,2.91,0.0,2.91,-1.25,-5.41,2.18,-0.1,3.01,-0.53,2025.42,0.21,126.08,0.55,0.35,0.17,5.27,15.09,0.39,0.43,0.81,0.64,0.47,82.9,0.22,1255.5,5.92,26.45,104062.0,5.0,1622.32,619.18,74.0,35.0,0.0
14.53,36.71,40916.7,0.0,0.0,0.0,0.0,0.0,85.0,133.0,40.98,0.01,5040.0,87.0,2.9,0.0,2.9,-0.59,-7.21,3.96,0.8,3.01,-0.53,2025.42,0.24,126.08,0.29,0.24,0.19,13.46,22.35,0.34,0.21,0.55,0.33,0.27,125.9,0.3,5160.0,8.99,29.8,649687.0,129.0,2689.99,904.13,462.0,36.0,0.0
15.06,36.87,7489.18,0.0,0.0,0.0,0.0,0.0,85.0,133.0,63.02,0.01,4050.0,70.0,2.91,0.0,2.91,-0.45,-6.46,6.11,1.51,3.01,-0.53,2025.42,0.22,126.08,0.43,0.34,0.18,6.42,12.64,0.4,0.24,0.65,0.46,0.38,74.8,0.41,4716.5,11.55,28.0,352968.0,136.0,1511.9,1253.85,251.0,37.0,0.0
15.34,36.61,17154.57,2.87,71.32,152.88,237.17,438.93,85.0,133.0,19.52,0.01,1170.0,22.0,2.94,0.0,2.94,-1.14,-6.54,5.61,1.56,3.01,-0.53,2025.42,0.22,126.08,0.58,0.42,0.17,3.23,10.35,0.28,0.5,0.77,0.61,0.51,71.0,0.38,1386.0,10.33,27.11,98437.0,22.0,671.91,948.97,70.0,38.0,0.0
15.07,36.86,7244.26,0.0,0.0,0.0,0.0,0.0,85.0,133.0,51.96,0.01,3150.0,56.0,2.61,0.0,2.61,-0.13,-5.84,7.73,1.81,3.01,-0.53,2025.42,0.21,126.08,0.46,0.35,0.17,5.32,12.79,0.33,0.35,0.67,0.48,0.38,66.0,0.44,3430.0,11.76,26.72,226406.0,105.0,1476.17,1234.14,161.0,39.0,0.0
15.03,36.2,13355.35,1.71,80.33,245.41,345.73,419.26,85.0,133.0,13.45,0.01,1080.0,21.0,2.91,0.0,2.91,-0.41,-5.15,4.02,0.88,3.01,-0.53,2025.42,0.17,126.08,0.5,0.32,0.13,8.81,17.39,0.37,0.52,0.88,0.74,0.46,98.6,0.26,1326.5,5.45,21.24,130781.0,82.0,1169.0,305.15,93.0,40.0,0.0
15.18,36.86,8095.91,4.42,85.36,198.62,391.51,877.85,85.0,133.0,60.43,0.02,3420.0,57.0,2.92,0.0,2.92,-0.58,-6.76,5.07,1.39,3.01,-0.53,2025.42,0.22,126.08,0.49,0.4,0.17,4.95,9.15,0.62,0.23,0.86,0.51,0.44,55.8,0.41,3374.5,11.3,27.52,188437.0,70.0,1237.23,1260.22,134.0,41.0,0.0
15.14,36.82,7109.06,9.13,34.27,75.76,106.07,691.47,85.0,133.0,38.81,0.02,1620.0,29.0,2.92,0.0,2.92,-1.22,-6.38,4.81,1.22,3.01,-0.53,2025.42,0.25,126.08,0.36,0.31,0.19,8.92,12.89,0.24,0.23,0.47,0.34,0.3,48.9,0.33,1898.0,10.12,30.92,92812.0,140.0,1306.21,1202.42,66.0,42.0,0.0
15.33,36.62,16311.6,1.29,132.8,211.54,391.51,273.0,85.0,133.0,33.95,0.01,2070.0,37.0,2.93,0.0,2.93,-0.74,-6.35,6.4,1.71,3.01,-0.53,2025.42,0.21,126.08,0.59,0.42,0.16,3.3,10.51,0.47,0.39,0.86,0.61,0.45,64.4,0.44,2185.0,11.6,26.12,140625.0,18.0,703.01,960.06,100.0,43.0,0.0
15.06,36.55,9665.82,9.83,43.22,88.04,150.0,865.75,85.0,133.0,36.47,0.02,2340.0,35.0,2.62,0.0,2.62,-0.89,-7.81,3.79,0.97,3.01,-0.53,2025.42,0.28,126.08,0.38,0.34,0.22,7.17,10.42,0.22,0.28,0.49,0.38,0.34,61.5,0.35,2242.0,12.55,35.42,137812.0,3.0,1318.37,809.93,98.0,44.0,0.0
15.14,36.45,10295.15,7.69,35.79,68.94,106.07,530.33,85.0,133.0,32.12,0.02,1530.0,27.0,2.93,0.0,2.93,-0.83,-5.33,2.13,0.42,3.01,-0.53,2025.42,0.24,126.08,0.43,0.38,0.19,5.77,8.46,0.23,0.33,0.56,0.44,0.38,50.0,0.33,1604.5,9.9,29.82,80156.0,137.0,1054.81,677.04,57.0,45.0,0.0
15.04,36.47,9631.78,6.24,43.62,64.76,118.59,403.89,85.0,133.0,48.45,0.02,1980.0,33.0,2.91,0.0,2.91,-0.33,-5.46,7.37,1.92,3.01,-0.53,2025.42,0.2,126.08,0.52,0.38,0.16,4.17,13.81,0.33,0.36,0.69,0.53,0.4,47.0,0.38,2275.5,9.82,25.64,106875.0,113.0,1321.92,685.07,76.0,46.0,0.0
15.13,36.71,8744.38,4.3,99.46,185.04,339.58,795.5,85.0,133.0,33.86,0.01,2610.0,44.0,2.93,0.0,2.93,-0.91,-6.86,2.66,0.7,3.01,-0.53,2025.42,0.29,126.08,0.38,0.33,0.23,8.65,14.02,0.41,0.19,0.6,0.4,0.36,76.2,0.39,2582.0,14.17,36.27,196875.0,9.0,1246.79,1039.84,140.0,47.0,0.0
15.13,36.46,9960.89,5.53,89.3,152.35,285.59,842.71,85.0,133.0,28.45,0.01,2340.0,40.0,2.93,0.0,2.93,-1.14,-5.39,6.05,1.52,3.01,-0.53,2025.42,0.2,126.08,0.48,0.36,0.16,5.38,12.0,0.37,0.28,0.65,0.51,0.42,75.4,0.39,2145.0,9.81,25.5,161718.0,159.0,1088.94,687.35,115.0,48.0,0.0
14.97,36.67,10272.57,0.0,0.0,0.0,0.0,0.0,85.0,133.0,22.73,0.01,1530.0,25.0,2.91,0.0,2.91,-0.67,-6.54,4.45,1.13,3.01,-0.53,2025.42,0.18,126.08,0.48,0.28,0.14,10.98,24.66,0.79,0.21,0.99,0.65,0.35,73.8,0.24,1677.0,5.51,22.56,123750.0,164.0,1616.39,949.89,88.0,49.0,0.0
15.14,36.71,8839.55,4.47,52.77,114.05,201.94,510.06,85.0,133.0,24.73,0.02,1350.0,23.0,2.62,0.0,2.62,-0.8,-6.67,11.69,2.41,3.01,-0.53,2025.42,0.26,126.08,0.35,0.33,0.21,8.21,12.47,0.15,0.29,0.44,0.35,0.33,55.4,0.38,1370.5,12.68,33.22,75937.0,163.0,1218.13,1052.26,54.0,50.0,0.0
15.08,36.51,9370.56,2.95,109.9,127.08,375.0,375.0,85.0,133.0,34.31,0.02,2070.0,32.0,2.92,0.0,2.92,-0.97,-5.92,2.74,0.83,3.01,-0.53,2025.42,0.26,126.08,0.43,0.36,0.21,6.36,9.92,0.47,0.26,0.72,0.44,0.36,49.6,0.36,1701.5,11.87,33.03,84375.0,127.0,1250.6,743.88,60.0,51.0,0.0
15.14,36.49,9826.42,1.44,116.54,280.9,453.11,403.89,85.0,133.0,37.57,0.01,1980.0,31.0,2.93,0.0,2.93,-0.68,-5.78,4.39,1.16,3.01,-0.53,2025.42,0.25,126.08,0.36,0.29,0.2,9.4,15.12,0.42,0.23,0.64,0.37,0.3,60.6,0.32,2275.5,9.96,31.23,137812.0,155.0,1090.43,736.14,98.0,52.0,0.0
14.92,36.41,10674.79,0.0,0.0,0.0,0.0,0.0,85.0,133.0,18.78,0.02,1800.0,31.0,2.92,0.0,2.92,-1.22,-5.82,4.21,0.96,3.01,-0.53,2025.42,0.25,126.08,0.37,0.27,0.19,9.32,16.73,0.42,0.24,0.66,0.43,0.31,79.3,0.29,1489.5,8.89,30.94,118125.0,153.0,1558.81,575.19,84.0,53.0,0.0
15.13,36.84,7119.84,76.63,17.68,5.89,53.03,451.56,85.0,133.0,34.83,0.01,2070.0,35.0,2.92,0.0,2.92,-0.47,-6.13,6.48,1.58,3.01,-0.53,2025.42,0.24,126.08,0.36,0.3,0.19,9.07,14.82,0.28,0.2,0.48,0.35,0.32,66.0,0.41,2300.0,12.43,30.51,151875.0,132.0,1328.16,1223.78,108.0,54.0,0.0
15.0,36.02,19069.44,2.31,150.52,324.94,592.93,750.0,85.0,133.0,23.28,0.01,2520.0,42.0,2.94,0.0,2.94,-0.73,-4.69,3.78,1.17,3.01,-0.53,2025.42,0.35,126.08,0.42,0.35,0.27,6.4,11.43,0.43,0.3,0.73,0.45,0.4,112.9,0.47,2628.5,20.43,43.55,296718.0,145.0,1122.96,44.3,211.0,55.0,0.0
15.14,35.99,22837.66,2.36,120.35,206.73,335.41,487.5,85.0,133.0,16.8,0.01,1530.0,27.0,2.94,0.0,2.94,-0.71,-4.52,9.57,2.44,3.01,-0.53,2025.42,0.28,126.08,0.48,0.36,0.22,6.17,15.18,0.42,0.27,0.68,0.54,0.41,80.8,0.4,1357.5,14.31,35.4,109687.0,111.0,770.38,34.54,78.0,56.0,0.0
15.02,36.31,11185.07,4.27,66.1,99.44,212.13,424.26,85.0,133.0,28.11,0.02,1620.0,24.0,2.61,0.0,2.61,-0.51,-6.19,3.76,1.08,3.01,-0.53,2025.42,0.25,126.08,0.51,0.41,0.2,4.21,7.58,0.32,0.38,0.7,0.5,0.42,52.0,0.38,1461.0,11.81,31.0,75937.0,136.0,1248.63,458.15,54.0,57.0,0.0
15.29,36.83,14011.06,5.35,37.06,91.32,135.21,488.94,85.0,133.0,27.94,0.02,1620.0,27.0,2.93,0.0,2.93,-0.86,-6.05,2.93,0.71,3.01,-0.53,2025.42,0.24,126.08,0.4,0.35,0.19,6.74,10.05,0.27,0.28,0.55,0.4,0.37,50.2,0.29,1401.5,8.88,30.84,70312.0,146.0,934.64,1243.52,50.0,58.0,0.0
15.13,36.47,9820.9,4.51,31.87,100.17,159.1,451.56,85.0,133.0,18.64,0.01,990.0,16.0,2.61,0.0,2.61,-0.59,-5.86,6.39,1.23,3.01,-0.53,2025.42,0.2,126.08,0.47,0.35,0.16,4.81,10.93,0.17,0.38,0.55,0.48,0.4,62.6,0.3,1167.5,7.74,25.65,73125.0,132.0,1098.81,705.96,52.0,59.0,0.0
15.18,36.85,8172.45,4.81,73.84,125.81,251.56,604.67,85.0,133.0,20.69,0.02,1710.0,27.0,2.92,0.0,2.92,-0.78,-6.13,4.72,1.47,3.01,-0.53,2025.42,0.26,126.08,0.43,0.33,0.21,6.76,14.05,0.42,0.23,0.65,0.46,0.37,70.9,0.41,1467.5,13.52,32.66,104062.0,153.0,1219.78,1247.42,74.0,60.0,0.0
15.16,36.85,7610.61,3.62,75.38,129.7,251.56,469.87,85.0,133.0,19.76,0.02,1440.0,23.0,2.92,0.0,2.92,-1.04,-6.11,3.8,1.18,3.01,-0.53,2025.42,0.27,126.08,0.42,0.39,0.21,6.02,8.68,0.22,0.3,0.52,0.4,0.36,65.9,0.44,1302.0,14.88,33.87,85781.0,151.0,1268.11,1245.49,61.0,61.0,0.0
15.2,36.44,12283.25,2.69,72.27,142.09,237.17,382.43,85.0,133.0,21.39,0.02,1350.0,21.0,2.94,0.0,2.94,-0.71,-5.35,2.61,0.68,3.01,-0.53,2025.42,0.3,126.08,0.32,0.29,0.24,11.0,13.94,0.21,0.23,0.43,0.3,0.29,60.7,0.33,1298.0,12.61,38.34,78750.0,164.0,909.45,689.57,56.0,62.0,0.0
14.95,36.5,12612.79,0.0,0.0,0.0,0.0,0.0,86.0,143.0,80.59,0.0,24030.0,465.0,2.91,0.0,2.91,-0.89,-6.77,6.81,1.22,2.96,-0.71,2036.8,0.18,123.47,0.27,0.22,0.62,19.93,28.58,0.87,0.15,1.02,0.53,0.33,402.1,0.27,32401.5,6.13,22.79,13027500.0,22.0,1534.94,704.37,9264.0,1.0,1.0
14.81,36.4,8380.47,0.0,0.0,0.0,0.0,0.0,86.0,143.0,67.01,0.0,16110.0,302.0,2.9,0.0,2.9,-0.85,-6.04,16.67,2.52,2.96,-0.71,2036.8,0.19,123.47,0.3,0.25,0.64,15.35,22.82,0.83,0.18,1.0,0.46,0.35,317.7,0.37,21289.5,8.82,23.74,6764062.0,17.0,1813.44,530.87,4810.0,2.0,0.0
15.04,36.49,14513.44,0.0,0.0,0.0,0.0,0.0,86.0,143.0,24.37,0.0,2250.0,46.0,2.91,0.0,2.91,-0.74,-7.76,10.98,1.61,2.96,-0.71,2036.8,0.19,123.47,0.49,0.28,0.65,13.31,29.0,0.64,0.32,0.96,0.79,0.49,142.9,0.23,3483.0,5.42,23.92,497812.0,33.0,1337.49,714.46,354.0,3.0,1.0
15.35,35.96,16373.66,9.42,87.7,222.99,412.5,2101.34,86.0,143.0,71.57,0.01,4320.0,86.0,2.97,0.0,2.97,-0.18,-6.51,22.54,4.03,2.96,-0.71,2036.8,0.22,123.47,0.56,0.36,0.73,8.12,22.42,0.76,0.25,1.0,0.7,0.5,95.0,0.54,6797.0,14.57,27.07,645468.0,92.0,230.55,49.15,459.0,4.0,0.0
15.36,36.11,14059.5,3.91,867.31,3052.7,4465.49,11949.33,86.0,143.0,83.86,0.0,42120.0,775.0,2.98,0.0,2.98,-0.31,-6.53,28.27,3.5,2.96,-0.71,2036.8,0.19,123.47,0.27,0.23,0.65,18.86,26.58,0.76,0.17,0.93,0.44,0.34,654.2,0.4,54863.5,9.67,24.02,35891720.0,97.0,312.9,255.1,25523.0,5.0,0.0
14.99,36.09,10150.64,20.29,65.96,104.83,212.13,2127.28,86.0,143.0,63.49,0.01,2520.0,51.0,2.92,0.0,2.92,-0.68,-5.07,13.62,2.74,2.96,-0.71,2036.8,0.19,123.47,0.69,0.45,0.64,3.63,14.33,0.58,0.44,1.02,0.77,0.57,72.1,0.43,4580.5,10.14,23.74,330468.0,139.0,1204.43,147.17,235.0,6.0,0.0
14.91,36.22,7780.79,0.0,0.0,0.0,0.0,0.0,86.0,143.0,69.09,0.01,5130.0,100.0,2.91,0.0,2.91,-0.24,-5.93,9.04,2.01,2.96,-0.71,2036.8,0.2,123.47,0.38,0.28,0.68,11.61,22.72,0.6,0.23,0.83,0.48,0.37,110.8,0.36,7654.0,8.98,25.01,847968.0,114.0,1472.03,299.61,603.0,7.0,0.0
14.77,36.05,12506.64,0.0,0.0,0.0,0.0,0.0,86.0,143.0,45.09,0.0,6210.0,122.0,2.9,0.0,2.9,-0.68,-6.33,23.5,3.49,2.96,-0.71,2036.8,0.19,123.47,0.36,0.28,0.62,13.41,21.79,0.55,0.28,0.83,0.52,0.41,176.6,0.41,7963.0,9.45,22.95,1406250.0,153.0,1702.9,34.54,1000.0,8.0,0.0
14.97,36.03,10685.35,10.12,57.85,99.75,251.56,1009.72,86.0,143.0,52.71,0.01,1800.0,37.0,2.92,0.0,2.92,-0.78,-6.39,4.89,1.46,2.96,-0.71,2036.8,0.2,123.47,0.64,0.47,0.67,2.62,7.32,0.31,0.53,0.84,0.66,0.52,52.4,0.36,2763.0,8.86,24.71,144843.0,157.0,1208.53,52.04,103.0,9.0,0.0
15.44,36.33,20145.46,20.96,44.86,93.03,187.5,1950.0,86.0,143.0,85.7,0.01,2610.0,48.0,2.65,0.0,2.65,-0.13,-6.0,5.62,1.25,2.96,-0.71,2036.8,0.21,123.47,0.45,0.32,0.71,6.65,16.13,0.55,0.25,0.8,0.5,0.35,55.7,0.29,4772.5,7.76,26.39,265781.0,89.0,262.62,581.15,189.0,10.0,0.0
14.73,36.7,14925.58,0.0,0.0,0.0,0.0,0.0,86.0,143.0,58.6,0.01,7470.0,138.0,2.91,0.0,2.91,-0.64,-5.59,13.23,3.13,2.96,-0.71,2036.8,0.26,123.47,0.57,0.38,0.88,7.84,18.1,0.61,0.42,1.03,0.75,0.52,159.4,0.74,9341.5,24.28,32.59,1489218.0,0.0,2198.91,942.05,1059.0,11.0,0.0
14.9,36.05,7878.88,0.0,0.0,0.0,0.0,0.0,86.0,143.0,59.41,0.01,3240.0,64.0,2.91,0.0,2.91,-1.06,-6.22,6.73,1.65,2.96,-0.71,2036.8,0.2,123.47,0.45,0.35,0.66,6.09,12.77,0.45,0.31,0.76,0.5,0.41,74.6,0.36,4431.0,8.95,24.61,330468.0,180.0,1376.0,64.49,235.0,12.0,0.0
15.33,36.23,14866.85,15.12,46.71,102.44,187.5,1548.89,86.0,143.0,64.84,0.01,2520.0,49.0,2.63,0.0,2.63,-0.08,-6.29,36.58,5.33,2.96,-0.71,2036.8,0.18,123.47,0.76,0.45,0.6,3.9,15.31,0.63,0.5,1.13,0.83,0.56,60.0,0.62,3890.5,13.85,22.3,233437.0,82.0,467.55,421.09,166.0,13.0,0.0
15.15,36.66,20347.94,3.55,138.53,308.83,493.24,1097.8,86.0,143.0,21.38,0.01,1980.0,39.0,2.92,0.0,2.92,-0.26,-6.12,6.2,1.55,2.96,-0.71,2036.8,0.24,123.47,0.34,0.25,0.79,11.65,24.57,0.5,0.23,0.73,0.42,0.3,132.0,0.31,2822.5,8.97,29.23,372656.0,81.0,1162.9,977.23,265.0,14.0,0.0
15.18,36.64,21030.78,3.79,311.3,1022.59,1509.81,3874.68,86.0,143.0,108.09,0.0,16920.0,305.0,2.92,0.0,2.92,-0.37,-6.11,13.81,2.4,2.96,-0.71,2036.8,0.23,123.47,0.31,0.25,0.75,14.52,22.62,0.64,0.19,0.83,0.41,0.31,190.2,0.34,20563.5,9.56,27.91,3912187.0,105.0,1083.31,955.76,2782.0,15.0,0.0
15.18,36.86,25938.88,18.76,23.78,64.45,112.5,1209.34,86.0,143.0,61.97,0.02,1890.0,36.0,2.92,0.0,2.92,-0.17,-5.0,25.31,3.96,2.96,-0.71,2036.8,0.23,123.47,0.65,0.4,0.78,2.78,11.84,0.5,0.39,0.89,0.65,0.4,41.0,0.42,2539.5,12.17,28.89,104062.0,98.0,1216.72,1260.77,74.0,16.0,0.0
